Timestamp,Sensor_ID,Temperature,Voltage,Current
01-01-2025 00:00,S07,52.35621997,4.125585439,1.130391026
01-01-2025 00:00,S20,62.81798909,3.990805735,1.20353832
01-01-2025 00:00,S15,28.43376792,3.83735644,0.481778536
01-01-2025 00:00,S11,39.75551864,3.098679866,0.780707229
01-01-2025 00:00,S08,37.64696539,3.501916897,0.879380993
01-01-2025 00:00,S07,52.21479324,3.671162246,0.726824868
01-01-2025 00:01,S19,34.4985926,3.224893546,0.686535115
01-01-2025 00:01,S11,52.57495149,3.537871899,1.123703873
01-01-2025 00:01,S11,58.70536144,3.721231053,0.559039677
01-01-2025 00:01,S04,51.952029,3.392852016,1.151268894
01-01-2025 00:01,S08,47.83751024,3.937133783,1.422053036
01-01-2025 00:01,S03,35.12126659,4.008539498,0.978237025
01-01-2025 00:02,S02,36.53149034,3.388331363,1.033721084
01-01-2025 00:02,S12,57.49618905,4.006388585,0.382719243
01-01-2025 00:02,S06,52.79349004,3.124291879,1.337372284
01-01-2025 00:02,S02,44.60980481,4.005274918,0.642537345
01-01-2025 00:02,S01,95.13936072,3.183300518,1.038061399
01-01-2025 00:02,S12,24.74192127,3.099512583,1.474934604
01-01-2025 00:03,S12,34.29147581,3.770130485,1.014603121
01-01-2025 00:03,S17,64.11419087,3.566324839,1.169651385
01-01-2025 00:03,S10,32.19544429,4.08946872,0.834383542
01-01-2025 00:03,S16,46.89479821,3.435827035,0.372439012
01-01-2025 00:03,S15,55.07443973,3.344582716,1.257119219
01-01-2025 00:03,S15,32.45077332,3.600881887,0.34199861
01-01-2025 00:04,S19,46.84710475,3.547135423,1.140789395
01-01-2025 00:04,S12,54.37915538,3.413313655,0.327505888
01-01-2025 00:04,S20,45.12499322,3.832489558,1.334766284
01-01-2025 00:04,S03,73.68403056,3.911474201,0.489163243
01-01-2025 00:04,S05,28.31400741,4.023580763,0.917125795
01-01-2025 00:04,S19,55.5872853,4.167427926,1.016580845
01-01-2025 00:05,S07,43.27198263,3.319987431,0.849054489
01-01-2025 00:05,S09,52.71920155,3.859312179,0.708916187
01-01-2025 00:05,S07,49.41307152,3.473109883,0.861377155
01-01-2025 00:05,S18,37.66843803,3.812498366,0.673698905
01-01-2025 00:05,S04,47.28996392,3.571178028,0.825746816
01-01-2025 00:05,S14,26.42098549,4.192527723,0.730695589
01-01-2025 00:06,S18,51.03247501,3.874682563,0.979445788
01-01-2025 00:06,S09,47.98158466,4.142989561,0.585508995
01-01-2025 00:06,S02,51.38660169,4.001963459,1.486387866
01-01-2025 00:06,S20,55.58118325,4.083481213,0.901043944
01-01-2025 00:06,S15,48.6761984,3.977303037,0.532994493
01-01-2025 00:06,S07,46.4808942,3.550990956,0.872480099
01-01-2025 00:07,S12,36.18931663,3.302146144,1.339698155
01-01-2025 00:07,S08,37.87779236,3.444384211,0.326168152
01-01-2025 00:07,S15,56.8673462,3.024283479,1.115464943
01-01-2025 00:07,S03,59.36335406,3.628791801,0.957561356
01-01-2025 00:07,S14,42.61889564,3.60606936,0.503469593
01-01-2025 00:07,S17,45.46002747,3.630300558,1.280971727
01-01-2025 00:08,S04,35.95385625,4.16883747,0.742661547
01-01-2025 00:08,S18,56.72756845,4.093744804,0.652562435
01-01-2025 00:08,S08,51.65416824,3.194055334,1.29375023
01-01-2025 00:08,S04,64.41217436,3.442659026,1.066230055
01-01-2025 00:08,S02,36.21676923,3.508747415,1.3779109
01-01-2025 00:08,S06,41.21992101,3.432639501,1.055860444
01-01-2025 00:09,S10,47.31445923,3.958195156,1.18898119
01-01-2025 00:09,S04,51.46489538,3.628845204,1.303735076
01-01-2025 00:09,S18,42.84332362,3.68651978,0.365687563
01-01-2025 00:09,S12,36.2703891,4.023616271,1.231258751
01-01-2025 00:09,S02,53.81407529,3.967113784,1.036447778
01-01-2025 00:09,S10,52.21135363,3.158653827,0.383409356
01-01-2025 00:10,S04,35.83725899,3.856697501,0.910293506
01-01-2025 00:10,S14,58.55442801,3.522523355,0.398949694
01-01-2025 00:10,S16,56.70198709,3.353578684,1.183136642
